BBS;Uniprot_ID;Specie_ID;Specie;Rank_1;Rank_2;Transcrit_ID;Gene_ID;Gene_length;%GC;Nbr_exon;Exon_length;Intron_length;Total_error;Err_Nter;Err_Interne;Err_Cter;Type;Repeats/Low_complexity;UDT;Protein_length;5' UTR;3' UTR
BBS9;G3SY59_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000006433;ENSLAFG00000006431;490746;37.77;21;125.3;24405.8;0;0;0;0;Confirmed;4052;4052;877;False;False
BBS21;G3SS75_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000003348;ENSLAFG00000003348;34500;39.23;6;102.0;6777.6;0;0;0;0;Confirmed;0;0;203;False;False
BBS6;G3STK5_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000004067;ENSLAFG00000004067;7845;38.42;5;342.0;1533.8;0;0;0;0;Confirmed;0;0;569;False;False
BBS2;G3TIP0_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000017325;ENSLAFG00000017318;24849;41.41;17;127.4;1417.7;0;0;0;0;Confirmed;0;0;721;False;False
BBS19;G3SW34_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000005369;ENSLAFG00000005368;19034;50.53;7;79.7;3078.8;0;0;0;0;Confirmed;0;0;181;False;False
BBS8;G3SRN0_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000003069;ENSLAFG00000003070;46231;38.43;15;103.2;3191.6;1;0;1;0;Unconfirmed;100;100;515;False;False
BBS3;G3T822_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000011729;ENSLAFG00000011730;41611;37.15;8;72.8;5861.3;0;0;0;0;Confirmed;283;283;193;False;False
BBS17;G3T581_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000010236;ENSLAFG00000010237;11235;41.79;9;99.7;1292.2;0;0;0;0;Confirmed;0;0;298;False;False
BBS15;G3UNS7_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000035337;ENSLAFG00000025584;4722;36.62;3;98.0;2214.0;2;1;0;1;Unconfirmed;0;0;98;False;False
BBS4;G3SZ68_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000006954;ENSLAFG00000006954;32933;41.39;15;101.2;2243.9;2;1;0;1;Unconfirmed;0;0;506;False;False
BBS5;G3T4E0_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000009805;ENSLAFG00000009805;19981;36.11;12;85.2;1723.2;0;0;0;0;Confirmed;0;0;341;False;False
BBS11;G3TCL0_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000014101;ENSLAFG00000014104;1965;56.23;1;1965.0;0;0;0;0;0;Confirmed;0;0;649;False;False
BBS10;G3T3M9_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000009396;ENSLAFG00000009397;2522;39.73;2;1077.0;368.0;0;0;0;0;Confirmed;0;0;717;False;False
BBS13;G3SQS4_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000002590;ENSLAFG00000002589;11683;47.17;18;92.8;588.9;0;0;0;0;Confirmed;0;0;557;False;False
BBS20;G3T996_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFT00000012360;ENSLAFG00000012358;81197;35.51;21;85.9;3969.7;0;0;0;0;Confirmed;1810;1810;600;False;False
BBS6;F6TP16_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000006108;ENSMODG00000004860;29033;35.37;4;428.2;9106.7;0;0;0;0;Confirmed;306;306;570;False;False
BBS20;F6UBH2_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000005337;ENSMODG00000004236;107136;34.62;20;96.2;5537.4;0;0;0;0;Confirmed;0;0;600;True;True
BBS8;F6PNT7_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000003803;ENSMODG00000003060;60838;35.64;15;239.1;4089.4;1;0;1;0;Unconfirmed;0;0;516;True;True
BBS12;F6QFV2_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000039684;ENSMODG00000025411;2118;40.18;1;2118.0;0;0;0;0;0;Confirmed;0;0;705;False;False
BBS9;F7DMU6_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000034232;ENSMODG00000024029;160828;46.61;15;197.4;11276.2;2;1;0;1;Unconfirmed;876;554;625;True;True
BBS13;F6YN29_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000018771;ENSMODG00000014749;21020;41.37;18;127.7;1101.3;1;0;0;1;Unconfirmed;72;72;574;True;True
BBS10;F7FJJ6_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000026053;ENSMODG00000020458;6086;38.85;2;2003.0;2080.0;1;0;1;0;Unconfirmed;0;0;721;True;True
BBS2;F7D8D3_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000017051;ENSMODG00000013389;37142;37.57;17;164.5;2146.6;0;0;0;0;Confirmed;0;0;722;True;True
BBS17;F6SNQ4_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000014507;ENSMODG00000011390;25447;39.27;10;435.2;2343.9;0;0;0;0;Confirmed;0;0;298;True;True
BBS18;F7AYF5_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000037332;ENSMODG00000024815;1894;37.25;2;100.5;1693.0;0;0;0;0;Confirmed;0;0;67;False;False
BBS16;F7G4A0_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000008402;ENSMODG00000006642;261464;37.23;18;130.3;15242.2;1;1;0;0;Unconfirmed;1256;1256;781;False;False
BBS19;F6SS62_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000000960;ENSMODG00000000790;24996;48.08;7;550.6;3523.7;0;0;0;0;Confirmed;0;0;181;True;True
BBS15;F6PP46_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000003785;ENSMODG00000003049;99819;35.14;11;153.0;9813.6;2;1;0;1;Unconfirmed;0;577;560;False;False
BBS7;F7GJV3_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000024035;ENSMODG00000018927;84339;38.97;19;113.4;4565.8;0;0;0;0;Confirmed;0;0;715;False;True
BBS21;F6QAP7_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000008828;ENSMODG00000006984;31306;34.47;7;391.1;4761.3;1;0;1;0;Unconfirmed;0;0;204;False;True
BBS21;F6QMY3_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000012677;ENSMODG00000009944;659;45.37;3;184.0;53.5;1;0;1;0;Unconfirmed;0;0;184;False;False
BBS3;F6QF28_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000021593;ENSMODG00000017010;31214;36.08;8;341.0;4069.4;0;0;0;0;Confirmed;0;0;186;True;True
BBS4;F6QM11_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000012690;ENSMODG00000009951;80265;38.65;16;97.7;5246.8;0;0;0;0;Confirmed;1;0;521;False;False
BBS1;F7E4F6_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODT00000010367;ENSMODG00000008186;5928;60.17;14;112.9;334.4;2;1;1;0;Unconfirmed;751;751;526;False;False
BBS19;G3WH06_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000014835;ENSSHAG00000012558;21105;53.25;7;137.0;3357.7;0;0;0;0;Confirmed;340;340;181;True;False
BBS8;G3WMP3_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000016839;ENSSHAG00000014205;52433;33.97;14;194.6;3823.7;0;0;0;0;Confirmed;1149;1149;506;True;True
BBS21;G3VLR7_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000004163;ENSSHAG00000003636;107808;35.2;9;117.9;13343.4;2;1;0;1;Unconfirmed;8040;8040;229;True;True
BBS6;G3VFI2_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000001957;ENSSHAG00000001723;31910;33.69;6;416.5;5882.2;0;0;0;0;Confirmed;4207;4207;570;True;False
BBS15;G3W6A7_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000011056;ENSSHAG00000009447;253563;33.78;17;305.5;15523.1;0;0;0;0;Confirmed;2990;2990;720;True;True
BBS18;G3WF86_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000014208;ENSSHAG00000012044;1755;36.7;2;118.5;1518.0;1;1;0;0;Unconfirmed;0;0;78;False;False
BBS9;G3VZE5_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000008620;ENSSHAG00000007407;242717;44.75;20;134.8;12632.7;2;0;1;1;Unconfirmed;9812;9801;839;True;True
BBS7;G3W779_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000011379;ENSSHAG00000009710;48710;34.04;14;143.9;3592.0;1;0;0;1;Unconfirmed;660;660;506;True;True
BBS10;G3VFR9_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000002045;ENSSHAG00000001800;7683;39.19;2;3009.0;1665.0;2;1;1;0;Unconfirmed;73;73;799;True;True
BBS17;G3W269_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000009607;ENSSHAG00000008240;22947;37.09;10;340.4;2171.4;0;0;0;0;Confirmed;194;194;300;False;True
BBS12;G3WC39_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000013100;ENSSHAG00000011117;2088;41.0;1;2088.0;0;0;0;0;0;Confirmed;0;0;695;False;False
BBS4;G3WV05_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000019416;ENSSHAG00000016358;25261;40.44;16;138.7;1536.1;0;0;0;0;Confirmed;0;0;537;False;True
BBS1;G3W4X1_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000010569;ENSSHAG00000009043;5820;65.1;17;104.8;252.4;0;0;0;0;Confirmed;133;133;593;False;False
BBS20;G3VHQ8_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000002743;ENSSHAG00000002400;119491;33.0;15;119.7;8406.9;1;0;0;1;Unconfirmed;13545;13535;455;True;True
BBS11;G3WML8_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000016813;ENSSHAG00000014182;1953;51.77;1;1953.0;0;0;0;0;0;Confirmed;0;0;645;False;False
BBS3;G3VZE0_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000008615;ENSSHAG00000007402;48278;33.63;8;369.1;6475.0;0;0;0;0;Confirmed;10796;10796;186;True;True
BBS13;G3WG80_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000014556;ENSSHAG00000012327;15509;45.23;19;96.9;759.3;1;0;1;0;Unconfirmed;0;0;563;True;False
BBS2;G3W852_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAT00000011703;ENSSHAG00000009973;52617;35.36;17;127.6;3153.0;0;0;0;0;Confirmed;7050;7050;722;False;False
BBS13;F6RJ94_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000011712;ENSOANG00000007356;12955;49.87;14;106.5;881.8;3;1;1;1;Unconfirmed;1711;0;442;True;False
BBS2;F6UN54_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000003324;ENSOANG00000002092;23256;41.46;19;170.5;1112.1;0;0;0;0;Confirmed;641;0;723;False;True
BBS1;F7EQ74_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000011242;ENSOANG00000007064;13201;56.39;12;96.7;1094.6;2;1;0;1;Unconfirmed;423;0;371;False;True
BBS21;K7EE43_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000041049;ENSOANG00000032017;6172;40.52;2;449.0;5274.0;2;1;0;1;Unconfirmed;706;0;69;True;True
BBS8;F7CW87_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000017486;ENSOANG00000011038;33380;39.27;14;138.1;2419.0;1;1;0;0;Unconfirmed;0;0;455;True;True
BBS4;F7DBP5_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000021794;ENSOANG00000013819;62232;44.09;17;162.4;3717.0;1;1;0;0;Unconfirmed;5440;0;561;True;True
BBS19;F6W3B7_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000023645;ENSOANG00000015017;11434;47.03;7;98.9;1790.3;0;0;0;0;Confirmed;0;0;181;False;True
BBS6;F6VUS1_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000013389;ENSOANG00000008423;17783;43.33;5;343.8;2711.8;0;0;0;0;Confirmed;517;0;573;False;False
BBS15;F7DK17_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000019666;ENSOANG00000012425;129696;40.16;16;154.3;8481.8;1;0;0;1;Unconfirmed;2575;0;660;True;True
BBS12;F7E5E6_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000021519;ENSOANG00000013636;2154;55.85;1;2154.0;0;0;0;0;0;Confirmed;0;0;717;False;False
BBS5;F6VTH6_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000013582;ENSOANG00000008532;12052;38.07;12;123.0;961.5;0;0;0;0;Confirmed;10;0;341;True;True
BBS20;F6UTK2_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000020905;ENSOANG00000013232;76392;42.2;21;129.4;3683.7;0;0;0;0;Confirmed;4390;0;599;True;True
BBS16;F6YTD1_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000016290;ENSOANG00000010263;96609;44.48;15;225.6;6658.9;2;1;0;1;Unconfirmed;549;0;582;True;True
BBS9;F6Z899_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000006601;ENSOANG00000004157;392304;48.91;20;166.0;20472.8;1;0;1;0;Unconfirmed;35549;0;889;True;False
BBS11;F6UML6_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000003332;ENSOANG00000002097;2013;65.97;3;643.0;42.0;1;0;1;0;Unconfirmed;0;0;637;False;False
BBS18;F7F169_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000002545;ENSOANG00000001592;2324;39.03;3;188.0;880.0;0;0;0;0;Confirmed;0;0;70;True;True
BBS7;F6XU90_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000023807;ENSOANG00000015116;36203;39.39;19;188.4;1812.4;0;0;0;0;Confirmed;1711;0;715;True;True
BBS17;F6WD17_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000010843;ENSOANG00000006794;18722;42.31;10;164.5;1897.4;0;0;0;0;Confirmed;83;0;299;True;True
BBS3;F6TJD2_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANT00000012013;ENSOANG00000007539;22033;39.15;9;385.2;2320.8;0;0;0;0;Confirmed;10;0;186;True;True
BBS6;E1BTY2_CHICK;CHICK;Gallus gallus;Opisthokonta;Metazoa;ENSGALT00000014663;ENSGALG00000009013;7475;38.69;6;615.5;756.4;0;0;0;0;Confirmed;0;0;570;True;True
BBS16;F1NQI6_CHICK;CHICK;Gallus gallus;Opisthokonta;Metazoa;ENSGALT00000017430;ENSGALG00000010713;103668;38.15;18;177.6;5711.2;1;0;1;0;Unconfirmed;0;0;729;True;True
BBS20;F1NGP3_CHICK;CHICK;Gallus gallus;Opisthokonta;Metazoa;ENSGALT00000002781;ENSGALG00000001801;32151;36.12;20;119.6;1566.3;0;0;0;0;Confirmed;0;0;591;True;False
BBS15;E1BR95_CHICK;CHICK;Gallus gallus;Opisthokonta;Metazoa;ENSGALT00000014402;ENSGALG00000008866;139249;39.39;19;139.3;7589.0;1;1;0;0;Unconfirmed;0;0;769;False;False
BBS5;E1C569_CHICK;CHICK;Gallus gallus;Opisthokonta;Metazoa;ENSGALT00000016007;ENSGALG00000009846;10594;36.76;12;191.9;751.4;0;0;0;0;Confirmed;0;0;342;True;True
BBS4;F1NGP6_CHICK;CHICK;Gallus gallus;Opisthokonta;Metazoa;ENSGALT00000002774;ENSGALG00000001798;34490;46.89;16;233.9;2049.8;0;0;0;0;Confirmed;0;0;517;True;True
BBS7;E1BXI4_CHICK;CHICK;Gallus gallus;Opisthokonta;Metazoa;ENSGALT00000019385;ENSGALG00000011880;15020;39.65;19;139.4;687.3;0;0;0;0;Confirmed;0;0;716;True;True
BBS8;E1C4G5_CHICK;CHICK;Gallus gallus;Opisthokonta;Metazoa;ENSGALT00000017348;ENSGALG00000010663;36618;35.8;15;153.5;2451.1;2;1;1;0;Unconfirmed;0;0;567;False;True
BBS11;U3KJC2_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000015191;ENSFALG00000014511;1944;57.15;1;1944.0;0;0;0;0;0;Confirmed;0;0;642;False;False
BBS2;U3JYK5_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000007892;ENSFALG00000007518;16990;40.67;16;161.6;960.3;1;1;0;0;Unconfirmed;0;0;683;True;False
BBS20;U3JY08_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000007694;ENSFALG00000007339;37001;34.36;19;142.4;1905.3;0;0;0;0;Confirmed;0;0;594;True;True
BBS10;U3KK29_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000015448;ENSFALG00000014768;639;57.59;1;639.0;0;2;1;0;1;Unconfirmed;0;0;213;False;False
BBS13;U3JXB3_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000007449;ENSFALG00000007101;13200;48.3;17;206.4;605.7;0;0;0;0;Confirmed;0;0;571;False;True
BBS6;U3K919_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000011570;ENSFALG00000011040;7950;39.72;6;698.0;752.4;0;0;0;0;Confirmed;0;0;572;True;True
BBS3;U3JG05_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000001718;ENSFALG00000001644;11845;36.61;6;106.7;2241.0;1;0;0;1;Unconfirmed;0;0;213;False;True
BBS7;U3K0T5_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000008677;ENSFALG00000008291;15981;37.45;18;158.1;772.7;1;1;0;0;Unconfirmed;0;0;695;True;True
BBS15;U3KGN2_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000014245;ENSFALG00000013596;109183;41.07;18;223.9;6185.4;0;0;0;0;Confirmed;0;0;712;True;True
BBS16;U3KA66_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000011969;ENSFALG00000011420;96797;37.4;18;121.1;5565.7;1;1;0;0;Unconfirmed;0;0;637;True;True
BBS17;U3JJ17_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000002783;ENSFALG00000002654;11207;36.43;10;253.8;963.2;0;0;0;0;Confirmed;0;0;297;True;True
BBS8;U3KCY4_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000012939;ENSFALG00000012343;31631;35.79;14;162.7;2257.9;1;1;0;0;Unconfirmed;0;0;455;True;True
BBS19;U3KEX1_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000013631;ENSFALG00000013002;8073;40.34;8;477.6;607.4;1;1;0;0;Unconfirmed;0;0;173;True;True
BBS9;U3JJ66_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000002832;ENSFALG00000002698;150482;36.56;21;122.0;7396.0;1;0;0;1;Unconfirmed;0;0;851;True;False
BBS12;U3K0J7_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000008589;ENSFALG00000008206;2501;54.5;3;713.0;181.0;2;0;2;0;Unconfirmed;0;0;712;False;False
BBS21;U3JSU8_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000005879;ENSFALG00000005619;9769;38.75;6;439.5;1426.4;1;1;0;0;Unconfirmed;0;0;153;True;True
BBS4;U3K4J7_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALT00000009991;ENSFALG00000009529;19015;46.12;17;95.1;1087.4;0;0;0;0;Confirmed;0;0;538;False;False
BBS13;K7G672_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000015858;ENSPSIG00000014096;21100;46.94;14;106.1;1508.8;1;1;0;0;Unconfirmed;44;44;402;False;True
BBS7;K7FH00_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000007351;ENSPSIG00000006746;37936;39.22;19;203.1;1893.2;0;0;0;0;Confirmed;461;461;716;True;True
BBS17;K7FNG7_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000009624;ENSPSIG00000008712;21256;40.62;9;382.6;2226.6;1;1;0;0;Unconfirmed;1008;1008;307;True;True
BBS12;K7FZ59_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000013382;ENSPSIG00000011981;2166;37.49;2;1053.0;60.0;2;0;2;0;Unconfirmed;0;0;701;False;False
BBS10;K7GB82_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000017622;ENSPSIG00000015606;2037;36.97;2;996.0;45.0;2;1;1;0;Unconfirmed;0;0;663;False;False
BBS3;K7FLU5_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000009051;ENSPSIG00000008221;36023;39.94;7;470.9;5454.5;0;0;0;0;Confirmed;1532;1532;186;False;True
BBS18;K7FSX8_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000011194;ENSPSIG00000010086;2751;45.81;2;229.0;2293.0;0;0;0;0;Confirmed;149;149;71;True;True
BBS8;K7FRV5_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000010820;ENSPSIG00000009644;82097;42.46;20;100.3;4201.3;2;0;2;0;Unconfirmed;3743;3743;543;False;True
BBS19;K7FSV7_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000011173;ENSPSIG00000010009;7689;43.65;7;78.0;738.0;1;1;0;0;Unconfirmed;0;0;176;False;False
BBS11;K7F055_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000001419;ENSPSIG00000001419;1944;49.28;1;1944.0;0;0;0;0;0;Confirmed;0;0;642;False;False
BBS21;K7FCT6_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000005881;ENSPSIG00000005437;11788;42.87;5;108.6;2811.2;1;1;0;0;Unconfirmed;0;0;180;False;False
BBS20;K7FS03_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000010868;ENSPSIG00000009581;123996;42.33;20;171.2;6345.9;1;1;0;0;Unconfirmed;4703;4703;668;True;True
BBS9;K7GB43_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000017583;ENSPSIG00000015570;524667;41.34;23;295.6;23539.5;1;0;1;0;Unconfirmed;18189;18189;918;True;True
BBS4;K7GGB8_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000019419;ENSPSIG00000017062;42126;46.48;16;112.6;2688.3;0;0;0;0;Confirmed;67;67;519;True;False
BBS2;K7FYE3_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000013116;ENSPSIG00000011625;45259;45.61;16;157.6;2849.2;1;1;0;0;Unconfirmed;5405;5405;683;False;True
BBS6;K7FIS9_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000007980;ENSPSIG00000007273;17730;39.41;5;878.2;1954.2;0;0;0;0;Confirmed;0;0;572;True;True
BBS16;K7FBG2_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000005403;ENSPSIG00000004976;114878;41.54;19;108.5;6267.6;1;0;0;1;Unconfirmed;1038;1038;664;True;False
BBS1;K7F525_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000003148;ENSPSIG00000003012;10657;54.72;14;341.9;451.5;1;0;0;1;Unconfirmed;0;0;498;True;True
BBS15;K7G526_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIT00000015459;ENSPSIG00000013662;253340;41.84;18;215.4;14674.2;0;0;0;0;Confirmed;1872;1872;715;True;True
BBS12;G1KY06_ANOCA;ANOCA;Anolis carolinensis;Opisthokonta;Metazoa;ENSACAT00000011910;ENSACAG00000011925;2163;42.61;3;608.0;169.5;2;0;1;1;Unconfirmed;316;316;608;False;False
BBS6;G1K9Z0_ANOCA;ANOCA;Anolis carolinensis;Opisthokonta;Metazoa;ENSACAT00000001847;ENSACAG00000001885;16856;38.62;5;852.2;3148.8;0;0;0;0;Confirmed;0;0;570;True;True
BBS11;H9GPW5_ANOCA;ANOCA;Anolis carolinensis;Opisthokonta;Metazoa;ENSACAT00000018026;ENSACAG00000017954;1962;61.06;1;1962.0;0;0;0;0;0;Confirmed;0;0;648;False;False
BBS19;G1KSD3_ANOCA;ANOCA;Anolis carolinensis;Opisthokonta;Metazoa;ENSACAT00000016312;ENSACAG00000016262;12879;39.35;7;501.9;1561.0;0;0;0;0;Confirmed;0;0;181;True;True
BBS20;R4G9X7_ANOCA;ANOCA;Anolis carolinensis;Opisthokonta;Metazoa;ENSACAT00000029465;ENSACAG00000028763;24398;36.31;12;95.4;2113.9;1;0;0;1;Unconfirmed;0;0;352;True;True
BBS4;H9GC07_ANOCA;ANOCA;Anolis carolinensis;Opisthokonta;Metazoa;ENSACAT00000006868;ENSACAG00000006836;27633;40.73;16;98.6;1737.0;0;0;0;0;Confirmed;0;0;525;False;False
BBS9;G1KIP3_ANOCA;ANOCA;Anolis carolinensis;Opisthokonta;Metazoa;ENSACAT00000009270;ENSACAG00000009261;257772;38.05;21;126.6;12755.7;1;0;1;0;Unconfirmed;4389;4389;881;True;False
